,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10091,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19318268.0,19318268.0,,1,,,,2023-03-15T14:37:00.000Z,24772.22680259313,47939663645.783516,-9.4615,-0.96512677,-4.73441649,12.71876194,14.55574494,17.54239664,41.26208411,478556516329.27716,44.2264,520216762854.46,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
1,1027,Ethereum,ETH,ethereum,6577,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-15T14:37:00.000Z,1663.6331209885354,13749860633.15138,-11.2681,-1.29443978,-4.82024465,7.44528315,12.16658573,8.03575488,30.30839506,203585216983.35214,18.8053,203585216983.35,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
2,825,Tether,USDT,tether,49430,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,73398710308.3793,73141766321.23428,,3,,,,2023-03-15T14:37:00.000Z,1.0026706187335235,67412846623.40263,-5.7043,-0.09499267,0.00952602,0.26387464,0.15267126,0.24649728,0.25387836,73594730279.14532,6.7983,73337100092.57,,2023-03-15T14:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-15 14:39:23.081127+00:00
3,1839,BNB,BNB,bnb,1214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157892039.24101007,159979963.59042934,,4,,,,2023-03-15T14:37:00.000Z,308.33688732987383,696720959.8778422,-19.0641,-0.81643282,-3.17303904,7.2970402,6.29453658,0.44117461,16.83201081,48683939913.73934,4.4992,49327724008.62,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
4,3408,USD Coin,USDC,usd-coin,10738,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,38436998274.46083,38436998274.46083,,5,,,,2023-03-15T14:37:00.000Z,0.9992603259276046,7661786238.803439,1.6096,0.03347838,0.14234556,-0.064451,-0.05749456,-0.07302485,-0.06269328,38408567423.416504,3.5496,38408567423.42,,2023-03-15T14:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-15 14:39:23.081127+00:00
5,52,XRP,XRP,xrp,903,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-15T14:37:00.000Z,0.36536576485403466,1222827786.942246,-21.5789,-1.10515996,-4.76898861,-6.83702723,-0.9765654,-7.73598376,-4.07353468,18615719279.622723,1.7204,36536576485.4,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
6,2010,Cardano,ADA,cardano,678,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34703338047.957,35573698990.423,,7,,,,2023-03-15T14:37:00.000Z,0.3340028102679788,607438459.9276884,10.1227,-1.43649562,-8.6672172,4.58619645,-5.33177885,-5.88425686,10.61786001,11591012433.697311,1.0707,15030126462.06,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
7,3890,Polygon,MATIC,polygon,611,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-15T14:37:00.000Z,1.1565038265900633,828566861.3113086,-19.4062,-2.47595647,-6.26004153,6.05208099,-0.87736647,15.15342123,30.0945383,10101271582.81948,0.9331,11565038265.9,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
8,74,Dogecoin,DOGE,dogecoin,657,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-15T14:37:00.000Z,0.0723717654021143,542073317.1025074,-10.3678,-1.86303663,-6.46444352,-0.32777939,-11.30154429,-17.56046444,-17.03620917,9601617429.631136,0.8873,9601617429.63,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
9,4687,Binance USD,BUSD,binance-usd,6429,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8369923985.893375,8369923985.893375,,10,,,,2023-03-15T14:37:00.000Z,0.9996456606336452,9283301208.870888,-6.5268,-0.03707757,0.01306475,-0.06731679,0.02079126,-0.07167516,0.00492297,8366958192.331777,0.7732,8366958192.33,,2023-03-15T14:37:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-15 14:39:23.081127+00:00
10,5426,Solana,SOL,solana,439,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383093962.9822539,539312704.8875339,,11,,,,2023-03-15T14:37:00.000Z,20.22587943534495,889553761.2055779,-24.2193,-2.18649727,-7.89663647,7.36679793,-1.36114589,-12.37057189,44.30976872,7748412307.687569,0.7164,10908073747.01,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
11,6636,Polkadot,DOT,polkadot-new,479,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1166277522.5356805,1292701192.8408604,,12,904869778.0,5544394774.158545,,2023-03-15T14:37:00.000Z,6.127284730862726,362982305.8522703,-3.9428,-1.65031442,-5.75356533,9.34463735,1.23614516,-0.57752107,17.60021382,7146114455.781284,0.6604,7920748280.46,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
12,4943,Dai,DAI,multi-collateral-dai,1974,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,6149411129.451083,6149411129.451083,,13,,,,2023-03-15T14:37:00.000Z,0.9974392381789029,487539406.15885323,-27.2318,-0.0963044,-0.09560995,-0.17112158,-0.21484491,-0.27978395,-0.20164471,6133663952.208555,0.5669,6133663952.21,,2023-03-15T14:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-03-15 14:39:23.081127+00:00
13,1958,TRON,TRX,tron,737,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91241506299.45442,91241563454.35709,,14,71659659264.0,4721553120.308464,,2023-03-15T14:37:00.000Z,0.06588857899692042,426703258.3485013,-4.4075,-0.68518479,-3.79731698,0.43271293,2.24464089,3.6722382,18.5532681,6011773195.609615,0.5556,6011776961.46,,2023-03-15T14:37:00.000Z,,,,,,2023-03-15 14:39:23.081127+00:00
14,5994,Shiba Inu,SHIB,shiba-inu,493,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2023-03-15T14:37:00.000Z,1.0890085832427636e-05,451279456.64727634,1.1676,-1.67367109,-6.02503827,-2.69507201,-12.4802568,3.18903445,22.83494164,5979346234.397079,0.5526,6422265099.54,,2023-03-15T14:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-15 14:39:23.081127+00:00
0,1,Bitcoin,BTC,bitcoin,10091,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19318268.0,19318268.0,,1,,,,2023-03-15T14:43:00.000Z,24619.46188274192,48019476624.75021,-9.2394,-1.80676375,-5.03473782,11.89020601,13.6040556,18.17235336,40.42998832,475605362666.593,44.0113,517008699537.58,,2023-03-15T14:43:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
1,1027,Ethereum,ETH,ethereum,6577,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-15T14:43:00.000Z,1645.2520223589672,13830734626.04268,-10.4473,-2.53107171,-5.81191016,6.15449887,10.59146607,7.93511183,28.89313112,201335850878.72116,18.612,201335850878.72,,2023-03-15T14:43:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
2,825,Tether,USDT,tether,49430,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,73398710308.3793,73141766321.23428,,3,,,,2023-03-15T14:42:00.000Z,1.0026230971456909,67413047629.44157,-5.6621,-0.12772193,-0.03514766,0.26191757,0.15203978,0.24017688,0.24991181,73591242255.8866,6.8084,73333624279.7,,2023-03-15T14:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-15 14:44:23.483316+00:00
3,1839,BNB,BNB,bnb,1214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157892039.24101007,159979963.59042934,,4,,,,2023-03-15T14:43:00.000Z,306.7046750953636,697919334.8543967,-18.8514,-1.09232882,-3.46653106,6.55632625,5.3194297,1.00268355,16.19164287,48426226595.558395,4.4812,49066602754.77,,2023-03-15T14:43:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
4,3408,USD Coin,USDC,usd-coin,10738,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,38436998274.46083,38436998274.46083,,5,,,,2023-03-15T14:42:00.000Z,0.9989742257104852,7676370513.16926,2.2513,-0.02257373,0.08150222,-0.11091536,-0.10505605,-0.088349,-0.09864294,38397570589.86476,3.5532,38397570589.86,,2023-03-15T14:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-15 14:44:23.483316+00:00
5,52,XRP,XRP,xrp,903,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-15T14:43:00.000Z,0.3629758559586698,1223399456.166014,-21.519,-1.4151672,-5.36553569,-7.30282629,-1.86531204,-7.45022963,-4.64435733,18493951239.538948,1.7114,36297585595.87,,2023-03-15T14:43:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
6,2010,Cardano,ADA,cardano,678,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34703338047.957,35573698990.423,,7,,,,2023-03-15T14:42:00.000Z,0.3323252319464882,609110914.3414863,10.478,-1.65408556,-8.9258532,4.03209233,-6.12477912,-5.38008983,10.09086432,11532794866.1047,1.067,14954635437.59,,2023-03-15T14:42:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
7,3890,Polygon,MATIC,polygon,611,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-15T14:43:00.000Z,1.144315828769449,830942243.1866659,-19.0334,-3.01774602,-6.95886069,4.7225588,-2.42957698,16.23097157,28.7272659,9994817740.466156,0.9239,11443158287.69,,2023-03-15T14:43:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
8,74,Dogecoin,DOGE,dogecoin,657,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-15T14:43:00.000Z,0.07166246645797286,544611488.8250554,-9.8826,-2.55707458,-7.17428826,-1.35147892,-12.36851131,-17.16056536,-17.82535765,9507514196.594784,0.8798,9507514196.59,,2023-03-15T14:43:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
9,4687,Binance USD,BUSD,binance-usd,6429,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8369923985.893375,8369923985.893375,,10,,,,2023-03-15T14:42:00.000Z,0.9986588224555893,9288462626.090849,-6.4444,-0.13958181,-0.06016875,-0.18009993,-0.09159161,-0.18992617,-0.15196666,8358698431.795071,0.7735,8358698431.8,,2023-03-15T14:42:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-15 14:44:23.483316+00:00
10,5426,Solana,SOL,solana,439,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383093962.9822539,539312704.8875339,,11,,,,2023-03-15T14:42:00.000Z,20.159136951817892,887618537.1627674,-24.2974,-2.14159587,-7.61243613,7.10037293,-2.05422051,-11.13656809,44.03056173,7722843665.17391,0.7151,10872078677.68,,2023-03-15T14:42:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
11,6636,Polkadot,DOT,polkadot-new,479,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1166277522.5356805,1292701192.8408604,,12,904869778.0,5523125771.327665,,2023-03-15T14:42:00.000Z,6.103779688095258,363437563.9497074,-3.8348,-1.73313868,-5.66511881,8.85666353,0.56027536,0.14235813,17.01312207,7118701052.735347,0.6587,7890363283.64,,2023-03-15T14:42:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
12,4943,Dai,DAI,multi-collateral-dai,1974,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,6149411129.451083,6149411129.451083,,13,,,,2023-03-15T14:42:00.000Z,0.9970970603186041,491907574.8417323,-26.559,-0.06724762,-0.0923806,-0.22627609,-0.31904267,-0.24572227,-0.26511817,6131559759.866182,0.5674,6131559759.87,,2023-03-15T14:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-03-15 14:44:23.483316+00:00
13,1958,TRON,TRX,tron,737,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91241506299.45442,91241563454.35709,,14,71659659264.0,4692908383.659425,,2023-03-15T14:43:00.000Z,0.0654888459121801,426842809.5736915,-4.5791,-1.00483286,-4.30811534,-0.30360515,1.43282364,4.29862684,17.88324304,5975300946.84018,0.5529,5975304689.85,,2023-03-15T14:43:00.000Z,,,,,,2023-03-15 14:44:23.483316+00:00
14,5994,Shiba Inu,SHIB,shiba-inu,493,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2023-03-15T14:42:00.000Z,1.0841621371304411e-05,450904369.03365785,0.9283,-1.82838042,-6.26225195,-3.2815902,-13.06518775,4.15097119,22.36285455,5952736178.463789,0.5509,6393683909.08,,2023-03-15T14:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-15 14:44:23.483316+00:00
0,1,Bitcoin,BTC,bitcoin,10091,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19318268.0,19318268.0,,1,,,,2023-03-15T14:48:00.000Z,24558.209416476777,48152202187.85561,-8.8066,-1.86370362,-5.53320449,11.68316617,13.28941797,18.17683252,40.09178434,474422071107.622,44.2296,515722397746.01,,2023-03-15T14:48:00.000Z,,,,,,2023-03-15 14:49:23.854465+00:00
1,1027,Ethereum,ETH,ethereum,6577,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-15T14:48:00.000Z,1645.5402539378956,13972284295.315025,-9.3131,-2.25229468,-6.44927883,6.20791779,10.59396977,8.11378772,28.92184196,201371122891.4007,18.7178,201371122891.4,,2023-03-15T14:48:00.000Z,,,,,,2023-03-15 14:49:23.854465+00:00
2,825,Tether,USDT,tether,49430,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,73398710308.3793,73141766321.23428,,3,,,,2023-03-15T14:47:00.000Z,1.0019971305148807,67812032628.10434,-4.8776,-0.15210132,-0.13656732,0.19938658,0.08558349,0.18060304,0.18710913,73545297112.48906,6.8514,73287839974.67,,2023-03-15T14:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-15 14:49:23.854465+00:00
3,1839,BNB,BNB,bnb,1214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157892039.24101007,159979963.59042934,,4,,,,2023-03-15T14:48:00.000Z,306.4410626134691,699067846.5484673,-18.0537,-1.14630272,-3.51790239,6.53907546,5.23872317,0.86739786,16.09508184,48384604283.22269,4.5108,49024430039.52,,2023-03-15T14:48:00.000Z,,,,,,2023-03-15 14:49:23.854465+00:00
4,3408,USD Coin,USDC,usd-coin,10739,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,38436998274.46083,38436998274.46083,,5,,,,2023-03-15T14:47:00.000Z,0.9986167386631859,7694863116.569474,2.9173,-0.02662946,-0.0055641,-0.1304557,-0.14004657,-0.13851266,-0.13069147,38383829860.84458,3.5785,38383829860.84,,2023-03-15T14:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-15 14:49:23.854465+00:00
5,52,XRP,XRP,xrp,903,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-15T14:48:00.000Z,0.36269467654510296,1225756124.6385484,-21.1926,-1.50162068,-5.571439,-7.27479017,-2.01768822,-7.28549268,-4.71663519,18479624891.715252,1.7228,36269467654.51,,2023-03-15T14:48:00.000Z,,,,,,2023-03-15 14:49:23.854465+00:00
6,2010,Cardano,ADA,cardano,678,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34703338047.957,35573698990.423,,7,,,,2023-03-15T14:47:00.000Z,0.33020215665407554,612467480.846658,11.3523,-2.35213048,-9.42672858,3.33943295,-6.89277342,-5.13563708,9.31662769,11459117066.530838,1.0675,14859097049.43,,2023-03-15T14:47:00.000Z,,,,,,2023-03-15 14:49:23.854465+00:00
7,3890,Polygon,MATIC,polygon,611,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-15T14:48:00.000Z,1.1425209750317162,836182100.1720426,-18.0894,-3.11056854,-7.17917958,4.59992545,-2.58510915,16.26365105,28.42526338,9979140918.099096,0.9276,11425209750.32,,2023-03-15T14:48:00.000Z,,,,,,2023-03-15 14:49:23.854465+00:00
