,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,52,XRP,XRP,xrp,903,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-15T16:13:00.000Z,0.35985003089139833,1200197471.024083,-16.203,-1.25816726,-6.89505238,-9.50721406,-2.45295505,-8.80382805,-5.69008184,18334687598.642597,1.7213,35985003089.14,,2023-03-15T16:13:00.000Z,,,,,,2023-03-15 16:14:31.859046+00:00
6,2010,Cardano,ADA,cardano,678,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34703801488.34,35573698990.423,,7,,,,2023-03-15T16:13:00.000Z,0.32389822445282407,626636978.4698147,22.7168,-2.27362246,-11.412213,-0.74969574,-8.28456354,-7.97020285,7.31201159,11240499683.836597,1.0561,14575420100.38,,2023-03-15T16:13:00.000Z,,,,,,2023-03-15 16:14:31.859046+00:00
7,3890,Polygon,MATIC,polygon,611,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-15T16:13:00.000Z,1.1005417740416594,840167174.4909307,-11.4482,-3.92393505,-11.40821086,-0.04967407,-5.51381141,11.40570381,24.31499657,9612481249.293144,0.9036,11005417740.42,,2023-03-15T16:13:00.000Z,,,,,,2023-03-15 16:14:31.859046+00:00
8,74,Dogecoin,DOGE,dogecoin,657,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-15T16:13:00.000Z,0.0688547222560096,552540340.1226487,-3.2094,-4.24916986,-10.72186619,-6.55588377,-15.42220802,-20.81609839,-21.04922384,9135008627.361721,0.8576,9135008627.36,,2023-03-15T16:13:00.000Z,,,,,,2023-03-15 16:14:31.859046+00:00
9,4687,Binance USD,BUSD,binance-usd,6429,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8369923985.893375,8369923985.893375,,10,,,,2023-03-15T16:13:00.000Z,0.9989038529665819,9382857520.147655,-1.4194,-0.0251298,-0.14386993,-0.18286925,-0.07585997,-0.16943766,-0.11999719,8360749318.546304,0.7849,8360749318.55,,2023-03-15T16:13:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-15 16:14:31.859046+00:00
10,5426,Solana,SOL,solana,439,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383225276.9124718,539312704.8875339,,11,,,,2023-03-15T16:13:00.000Z,19.156473167124258,909576682.1978045,-12.2309,-4.41082594,-12.98456536,-0.84322572,-6.40944428,-14.46678253,36.92903126,7341244734.137528,0.6899,10331329359.87,,2023-03-15T16:13:00.000Z,,,,,,2023-03-15 16:14:31.859046+00:00
11,6636,Polkadot,DOT,polkadot-new,479,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1166453267.089067,1292876937.3942468,,12,904869778.0,5362795705.095017,,2023-03-15T16:13:00.000Z,5.9265938983487825,369081186.83205676,3.293,-2.86459777,-9.37794093,4.14037806,-1.81254768,-3.01407515,13.63179824,6913094815.439067,0.649,7662356568.48,,2023-03-15T16:13:00.000Z,,,,,,2023-03-15 16:14:31.859046+00:00
12,4943,Dai,DAI,multi-collateral-dai,1974,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,6006601448.7387705,6006601448.7387705,,13,,,,2023-03-15T16:13:00.000Z,0.996235358254362,469652058.63462275,-22.637,-0.20387279,-0.25476314,-0.35175174,-0.35414397,-0.3990579,-0.32217217,5983988746.175439,0.5618,5983988746.18,,2023-03-15T16:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-03-15 16:14:31.859046+00:00
13,1958,TRON,TRX,tron,737,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91239700776.20757,91239786932.58752,,14,71659659264.0,4643279596.173916,,2023-03-15T16:13:00.000Z,0.06479628348591077,409074538.1132134,-5.7607,-1.52062892,-5.88442387,-2.10834466,-0.30491283,4.54398808,16.32320125,5911993516.664818,0.555,5911999099.28,,2023-03-15T16:13:00.000Z,,,,,,2023-03-15 16:14:31.859046+00:00
14,5994,Shiba Inu,SHIB,shiba-inu,493,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2023-03-15T16:13:00.000Z,1.0395485987514774e-05,448130506.81246525,4.6141,-3.29500301,-11.17902407,-9.87209548,-16.08715565,0.85071262,17.60931729,5707779621.817513,0.5358,6130582244.96,,2023-03-15T16:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-15 16:14:31.859046+00:00
0,1,Bitcoin,BTC,bitcoin,10091,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19318337.0,19318337.0,,1,,,,2023-03-15T16:17:00.000Z,24340.931105332736,48435707705.97907,-2.4347,-1.88539135,-6.59017055,9.90347022,12.44047837,16.94688998,39.4925119,470226309986.6003,44.3732,511159553211.99,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
1,1027,Ethereum,ETH,ethereum,6577,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-15T16:17:00.000Z,1644.5258497318148,14034255829.741444,-3.5754,-0.63614899,-7.45734326,5.43204091,10.65137217,7.68130495,29.35163711,201246986326.79498,18.9934,201246986326.79,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
2,825,Tether,USDT,tether,49432,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,73398710308.3793,73141766321.23428,,3,,,,2023-03-15T16:17:00.000Z,1.0020538973156277,68448901106.14664,1.9561,-0.06347195,-0.14921718,0.20349139,0.08631713,0.18523012,0.19864472,73549463722.45221,6.9432,73291991998.74,,2023-03-15T16:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-15 16:19:32.192485+00:00
3,1839,BNB,BNB,bnb,1214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157892014.92946643,159979963.59042934,,4,,,,2023-03-15T16:17:00.000Z,305.97118901939433,684569926.9902933,-13.5461,-0.98515378,-3.84917522,4.41681637,6.50485048,0.60090946,16.15289639,48310407544.6368,4.5588,48949259679.04,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
4,3408,USD Coin,USDC,usd-coin,10748,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,38408511478.57083,38408511478.57083,,5,,,,2023-03-15T16:17:00.000Z,0.9990692497580781,7913142012.845151,14.6539,-0.00853333,0.04346916,-0.08740019,-0.08534483,-0.11004277,-0.0850989,38372762747.22029,3.6211,38372762747.22,,2023-03-15T16:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-15 16:19:32.192485+00:00
5,52,XRP,XRP,xrp,903,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-15T16:17:00.000Z,0.3615114646035226,1202183295.7398245,-16.1367,-0.93324865,-6.32501325,-8.99820318,-1.99574114,-8.36800615,-5.21045441,18419339163.079575,1.7382,36151146460.35,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
6,2010,Cardano,ADA,cardano,678,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34703801488.34,35573698990.423,,7,,,,2023-03-15T16:17:00.000Z,0.32477481601128594,628146034.6617969,23.2562,-2.09584339,-11.08865538,-0.34663565,-8.03851455,-7.76167961,7.62677257,11270920743.267813,1.064,14614866720.51,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
7,3890,Polygon,MATIC,polygon,611,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-15T16:17:00.000Z,1.1056193399429388,842284185.1713626,-11.2285,-3.63686247,-10.94887384,0.664039,-5.07805117,11.85592979,24.95295141,9656830321.8766,0.9114,11056193399.43,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
8,74,Dogecoin,DOGE,dogecoin,657,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-15T16:17:00.000Z,0.06928829136865772,556249115.5693926,-2.5481,-3.84414795,-9.99468265,-5.78150308,-14.91071969,-20.34306083,-20.51939784,9192530572.913574,0.8675,9192530572.91,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
9,4687,Binance USD,BUSD,binance-usd,6429,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8369923985.893375,8369923985.893375,,10,,,,2023-03-15T16:17:00.000Z,0.9993409034606437,9420215833.318398,-1.0114,-0.00576506,-0.04841114,-0.0736376,-0.01172322,-0.09251827,-0.07980126,8364407397.959599,0.7893,8364407397.96,,2023-03-15T16:17:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-15 16:19:32.192485+00:00
10,5426,Solana,SOL,solana,439,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383225276.9124718,539312704.8875339,,11,,,,2023-03-15T16:17:00.000Z,19.310932915280873,916422105.6617976,-11.4626,-3.83094273,-12.12679007,0.19807571,-5.6767985,-13.68701222,38.16034678,7400437613.896678,0.6973,10414631464.44,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
11,6636,Polkadot,DOT,polkadot-new,479,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1166453267.089067,1292876937.3942468,,12,904869778.0,5381490357.44908,,2023-03-15T16:17:00.000Z,5.947253945582743,370119737.6606923,3.5323,-2.61367154,-9.00701279,4.68568504,-1.47093145,-2.63213062,14.05377549,6937193795.033335,0.6546,7689067467.07,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
12,4943,Dai,DAI,multi-collateral-dai,1974,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,6006601448.7387705,6006601448.7387705,,13,,,,2023-03-15T16:17:00.000Z,0.997892298522027,471399856.06679004,-21.0243,-0.06390992,-0.04741668,-0.14496358,-0.18638548,-0.22839941,-0.1735377,5993941325.987669,0.5656,5993941325.99,,2023-03-15T16:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-03-15 16:19:32.192485+00:00
13,1958,TRON,TRX,tron,737,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91239700776.20757,91239786932.58752,,14,71659659264.0,4666764858.831493,,2023-03-15T16:17:00.000Z,0.06512401687033918,409940774.36393666,-5.5633,-1.14347169,-5.22659837,-1.485242,0.08935033,5.02654649,16.89467476,5941895812.59444,0.5607,5941901423.44,,2023-03-15T16:17:00.000Z,,,,,,2023-03-15 16:19:32.192485+00:00
14,5994,Shiba Inu,SHIB,shiba-inu,493,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2023-03-15T16:17:00.000Z,1.0440623455270227e-05,449716705.9767716,4.9446,-3.07382879,-10.57778328,-9.4057139,-15.73097251,1.23433621,18.18808764,5732562947.863496,0.541,6157201390.88,,2023-03-15T16:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-15 16:19:32.192485+00:00
0,1,Bitcoin,BTC,bitcoin,10091,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19318337.0,19318337.0,,1,,,,2023-03-15T16:22:00.000Z,24350.29122990564,48678410859.83106,-1.7368,-1.69053761,-6.08591915,10.00088406,12.59456632,17.02567147,39.54823096,470407132027.4617,44.2958,511356115828.02,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
1,1027,Ethereum,ETH,ethereum,6577,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-15T16:22:00.000Z,1641.7298873566203,14084720922.009325,-3.0114,-0.71387201,-6.96256904,5.32624148,10.55384621,7.5235477,29.0811968,200904833601.14294,18.8913,200904833601.14,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
2,825,Tether,USDT,tether,49432,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,73398710308.3793,73141766321.23428,,3,,,,2023-03-15T16:22:00.000Z,1.0019734875916628,68740869333.83937,2.4814,-0.08531594,-0.1556896,0.19759022,0.08493577,0.17809654,0.19009387,73543561752.41695,6.92,73286110689.5,,2023-03-15T16:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-15 16:24:32.523980+00:00
3,1839,BNB,BNB,bnb,1214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157892014.92946643,159979963.59042934,,4,,,,2023-03-15T16:22:00.000Z,305.7007508046986,687780889.7113651,-13.0476,-1.09291466,-3.64307354,4.48160213,6.71641358,0.52066081,16.03420764,48267707510.00457,4.5451,48905994983.3,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
4,3408,USD Coin,USDC,usd-coin,10748,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,38408511478.57083,38408511478.57083,,5,,,,2023-03-15T16:22:00.000Z,0.9993249112884405,7947147631.393247,15.0171,0.00252309,0.05078743,-0.06043009,-0.0548224,-0.09561057,-0.06286223,38382582326.043846,3.6143,38382582326.04,,2023-03-15T16:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-15 16:24:32.523980+00:00
5,52,XRP,XRP,xrp,903,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50950912949.0,99989113908.0,,6,,,,2023-03-15T16:22:00.000Z,0.36217040485733526,1204553439.6527705,-15.835,-0.78729071,-5.77316042,-8.58364018,-1.68262377,-8.05035839,-4.997856,18452912770.590176,1.7376,36217040485.73,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
6,2010,Cardano,ADA,cardano,678,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34703801488.34,35573698990.423,,7,,,,2023-03-15T16:22:00.000Z,0.32497096104228823,629768910.3009295,23.5237,-2.1955541,-10.72738085,-0.1173053,-7.80431284,-7.56717793,7.73065019,11277727721.48664,1.0612,14623693246.9,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
7,3890,Polygon,MATIC,polygon,611,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,8,,,,2023-03-15T16:22:00.000Z,1.10867801561243,844582757.7959256,-10.9103,-3.49353951,-10.3616691,1.25484455,-4.64593869,12.43990006,25.29297081,9683545766.227865,0.9106,11086780156.12,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
8,74,Dogecoin,DOGE,dogecoin,657,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-15T16:22:00.000Z,0.0692491456345756,557736452.3505644,-2.346,-4.02660386,-9.75918883,-5.70494319,-14.81699356,-20.37763961,-20.55593623,9187337078.45382,0.8651,9187337078.45,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
9,4687,Binance USD,BUSD,binance-usd,6429,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,8369923985.893375,8369923985.893375,,10,,,,2023-03-15T16:22:00.000Z,0.9996773630378948,9470679454.295704,-0.3402,0.03503591,0.0073776,-0.06807759,0.03007763,-0.03866526,-0.04404965,8367223539.045515,0.7879,8367223539.05,,2023-03-15T16:22:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-15 16:24:32.523980+00:00
10,5426,Solana,SOL,solana,439,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,383225276.9124718,539312704.8875339,,11,,,,2023-03-15T16:22:00.000Z,19.33983163710548,921892090.6696713,-10.8107,-3.73097718,-11.40160031,0.70930643,-5.44863699,-13.42903436,38.41251241,7411512334.57033,0.6975,10430216912.28,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
11,6636,Polkadot,DOT,polkadot-new,479,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1166453267.089067,1292876937.3942468,,12,904869778.0,5383566884.041934,,2023-03-15T16:22:00.000Z,5.9495487803129325,371023064.5142742,3.9027,-2.63861365,-8.71832144,4.83910158,-1.3035366,-2.49526547,14.06519722,6939870612.501794,0.6535,7692034405.97,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
12,4943,Dai,DAI,multi-collateral-dai,1974,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,6006601448.7387705,6006601448.7387705,,13,,,,2023-03-15T16:22:00.000Z,0.9978932431923251,473171758.79947466,-20.4617,-0.03304341,0.0447902,-0.11482341,-0.1627302,-0.23228937,-0.16978845,5993947000.24565,0.5644,5993947000.25,,2023-03-15T16:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-03-15 16:24:32.523980+00:00
13,1958,TRON,TRX,tron,737,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91239700776.20757,91239786932.58752,,14,71659659264.0,4670885853.786059,,2023-03-15T16:22:00.000Z,0.0651815247485079,410015143.94753087,-5.5271,-1.05306612,-4.94160614,-1.3446577,-0.02906003,5.15918589,16.87602568,5947142814.190828,0.56,5947148430.0,,2023-03-15T16:22:00.000Z,,,,,,2023-03-15 16:24:32.523980+00:00
